"Design a partial-order-broadcast protocol for a collaborative editing backend that only needs causal delivery ordering, and explain why it can avoid the overhead of full total-order broadcast.",7
"Design a tiered storage migration policy that moves cold shards from SSD to object storage without violating a service's read-latency SLA for rarely accessed keys.",7
"Design a distributed leader-election protocol that must remain correct when the cluster spans two network fabrics with asymmetric partition probabilities.",7
"Design a request-hedging strategy for a fan-out read path that reduces tail latency without multiplying backend load beyond a bounded factor.",7
"Design a schema-registry-backed message format evolution strategy for a streaming pipeline that guarantees old consumers never receive an unparseable payload.",7
"Design a distributed rate limiter that must enforce a global quota shared across regions with sub-100ms propagation of quota consumption.",8
"Design a replicated write-ahead log service supporting multiple independent tenants with per-tenant durability tuning without cross-tenant interference in fsync latency.",8
"Design a cluster-wide admission-control system that sheds load fairly across tenants during an overload event using a token-bucket hierarchy.",8
"Design a cross-shard secondary-index maintenance protocol that stays consistent with the primary data despite independent shard failures.",8
"Design a multi-region conflict-free replicated queue that preserves per-key FIFO ordering while allowing concurrent regional writers.",8
"Design a hierarchical failure-detection protocol for a 100,000-node cluster that bounds false-positive suspicion rate without a fully connected heartbeat mesh.",8
"Prove that a specific epidemic-style anti-entropy protocol converges within O(log n) rounds with high probability, given a bounded node degree.",9
"Design a formally specified reconfigurable-quorum protocol and prove it prevents overlapping quorums from diverging during a live membership change.",9
"Design a globally consistent snapshot-isolation protocol across independently-sharded storage engines and prove it satisfies snapshot-read atomicity without global locks.",9
"Design a provably optimal replica-placement algorithm minimizing worst-case cross-region latency subject to a fault-tolerance constraint, and prove its approximation ratio.",10
"Design a formally verified state-transfer protocol for reconfiguring a Byzantine quorum system and prove it preserves safety across arbitrarily many overlapping reconfigurations.",10
"Design a data structure supporting persistent (multi-version) range-sum queries under both point updates and full-array historical rollbacks in sublinear time per operation.",7
"Design an algorithm for maintaining an approximate top-k frequent-items sketch under a stream with deletions, and derive its error bound as a function of sketch width.",7
"Design an exact algorithm for computing the Steiner tree in a graph with a small number of terminal nodes, and analyze its exponential dependence on terminal count.",7
"Design a fractional-cascading-based data structure for answering iterated dominance queries across multiple sorted lists in O(log n) per query after preprocessing.",7
"Design an online algorithm for interval scheduling with cancellation penalties and derive its competitive ratio against an optimal offline scheduler.",7
"Design a randomized incremental algorithm for computing a Delaunay triangulation and derive its expected O(n log n) runtime via backward analysis.",7
"Design a heavy-path decomposition of a tree to support path-update and path-query operations in O(log^2 n), and explain the role of segment trees over each chain.",8
"Design an approximation algorithm for the metric k-center problem with a provable 2-approximation guarantee, and prove the guarantee is tight.",8
"Design a data structure for dynamic planar point location supporting insertions and deletions of line segments in polylogarithmic time per operation.",8
"Design an algorithm for computing a minimum-weight perfect matching in a general graph in polynomial time, outlining the primal-dual structure of Edmonds' blossom algorithm at a high level.",8
"Design a parameterized algorithm for the vertex cover problem with a running time of O(2^k * n) and prove the kernelization bound that makes this tractable for small k.",8
"Design a fully persistent hash-array-mapped trie supporting O(log n) structural sharing per update, and analyze the amortized cost of path copying.",8
"Design a randomized algorithm for finding a global minimum cut in a hypergraph and derive its success probability per trial.",9
"Prove a tight lower bound on the cell-probe complexity of the predecessor-search problem, connecting it to the fusion-tree upper bound.",9
"Design a parallel algorithm for computing biconnected components with O(log n) depth and prove its work-efficiency.",9
"Prove matching upper and lower bounds on the space complexity of an exact distinct-elements-counting streaming algorithm, contrasting with the approximate HyperLogLog bound.",10
"Design a succinct representation of a planar graph supporting O(1) adjacency queries in information-theoretically optimal space, and prove the space bound is tight.",10
